level,cohortId,rank,id,nameFr,distanceScore
exchangeProfileId,protein-turkey,1,viandes-volaille-turkey,"Dinde, viande seulement, rôtie",0
exchangeProfileId,protein-veal,1,viandes-volaille-veal-cutlet,"Escalope de veau de grain, sautée",0
exchangeProfileId,protein-whey-generic,1,autres-sources-proteinees-scoop-whey-protein,"Poudre protéinée à base de lactosérum, profil CNF",0
exchangeProfileId,protein-whey-hydrolysate,1,autres-sources-proteinees-optimum-hydrowhey-strawberry,"Hydrolysat de lactosérum Optimum Nutrition Platinum Hydrowhey, fraise",0
exchangeProfileId,protein-whey-isolate,1,autres-sources-proteinees-scoop-whey-isolate,"Isolat de lactosérum Dymatize ISO100, vanille gourmet",0
exchangeProfileId,starch-bread-bagel,1,feculents-bagel,Bagel nature,0
exchangeProfileId,starch-bread-bun,1,feculents-hamburger-hot-dog-bun,Pain nature à hamburger ou à hot-dog,0
exchangeProfileId,starch-bread-english-muffin,1,feculents-english-muffin-hot-dog-or-hamburger-bun,Muffin anglais nature,0
exchangeProfileId,starch-bread-ezekiel-original,1,feculents-slice-ezekiel-sprouted-bread,"Pain Food For Life Ezekiel 4:9 Original, grains entiers germés",0
exchangeProfileId,starch-bread-pita-whole-wheat,1,feculents-10-2-cm-wheat-pita,Petit pain pita de blé entier,0
exchangeProfileId,starch-bread-rye,1,feculents-rye-bread,Pain de seigle,0
exchangeProfileId,starch-bread-sprouted-generic,1,feculents-slice-sprouted-bread,Pain de blé germé commercial,0
exchangeProfileId,starch-bread-whole-wheat,1,feculents-slice-bread,Pain de blé entier commercial,0
exchangeProfileId,starch-breakfast-cereal-cheerios,1,feculents-lightly-sweetened-breakfast-cereal,Céréales Cheerios originales,0
exchangeProfileId,starch-chestnut,1,noix-graines-roasted-chestnuts,Châtaignes européennes rôties,0
exchangeProfileId,starch-cooked-grain,1,feculents-cooked-quinoa,"Quinoa blanc cuit dans l'eau, sans huile ajoutée",0
exchangeProfileId,starch-cooked-grain-barley,1,feculents-cooked-barley,Orge perlé cuit,0
exchangeProfileId,starch-cooked-grain-buckwheat,1,feculents-cooked-buckwheat,"Gruau de sarrasin rôti, cuit",0
exchangeProfileId,starch-cooked-grain-bulgur,1,feculents-cooked-bulgur,Bulgur cuit,0
exchangeProfileId,starch-cooked-grain-couscous,1,feculents-cooked-couscous,Couscous cuit,0
exchangeProfileId,starch-cooked-grain-millet,1,feculents-cooked-millet,Millet cuit,0
exchangeProfileId,starch-corn,1,feculents-boiled-drained-corn,"Maïs jaune sucré, bouilli et égoutté",0
exchangeProfileId,starch-fat-granola,1,noix-graines-homemade-protein-granola,Granola maison,0
exchangeProfileId,starch-legume-black-bean,1,feculents-cooked-black-beans,"Haricots noirs mûrs, bouillis",0
exchangeProfileId,starch-legume-chickpea,1,feculents-cooked-legumes,"Pois chiches mûrs, bouillis",0
exchangeProfileId,starch-legume-lentil,1,feculents-cooked-beluga-lentils,"Lentilles mûres, bouillies",0
exchangeProfileId,starch-oatmeal-instant-dry,1,feculents-plain-oatmeal-uncooked,"Gruau instantané nature, sec",0
exchangeProfileId,starch-oatmeal-prepared,1,feculents-rolled-oats,"Gruau instantané nature, préparé",0
exchangeProfileId,starch-oats-dry,1,feculents-rolled-oats-uncooked,Avoine sèche,0
exchangeProfileId,starch-pasta-enriched,1,feculents-cooked-pasta,"Pâtes enrichies cuites, macaroni ou spaghetti",0
exchangeProfileId,starch-pasta-whole-wheat,1,feculents-cooked-whole-wheat-pasta,Pâtes de blé entier cuites,0
exchangeProfileId,starch-potato-boiled,1,feculents-boiled-potato,Pomme de terre bouillie sans pelure,0
exchangeProfileId,starch-potato-mashed-milk,1,feculents-mashed-potato-with-milk,Purée de pommes de terre maison préparée avec lait 2 %,0
exchangeProfileId,starch-rice-brown,1,feculents-cooked-brown-rice,"Riz brun à grain moyen, cuit",0
exchangeProfileId,starch-rice-cake,1,feculents-rice-cakes,"Galettes de riz brun nature, sans sel",0
exchangeProfileId,starch-rice-white,1,feculents-cooked-rice,"Riz blanc à grain moyen, cuit",0
exchangeProfileId,starch-root-jerusalem-artichoke,1,feculents-jerusalem-artichoke,Topinambour cru,0
exchangeProfileId,starch-sweet-potato,1,feculents-medium-sweet-potato,"Patate douce cuite au four, pelée",0
exchangeProfileId,starch-tortilla-corn,1,feculents-corn-tortilla,Tortilla de maïs sans sel,0
exchangeProfileId,starch-tortilla-flour,1,feculents-flour-tortilla,Tortilla de farine nature,0
exchangeProfileId,vegetable-aromatic,1,legumes-onion,"Oignon frais, cru",0.2712
exchangeProfileId,vegetable-aromatic,2,legumes-garlic,"Ail frais, cru",0.0535
exchangeProfileId,vegetable-aromatic,3,legumes-boiled-drained-leek,Poireau bouilli et égoutté,0.0435
exchangeProfileId,vegetable-aromatic,4,legumes-shallot,"Échalote fraîche, crue",0.0429
exchangeProfileId,vegetable-broth,1,legumes-homemade-bone-broth,"Bouillon de légumes prêt à servir, faible en sodium",0
exchangeProfileId,vegetable-cruciferous,1,legumes-brussels-sprouts,Choux de Bruxelles bouillis et égouttés,0.0827
exchangeProfileId,vegetable-cruciferous,2,legumes-broccoli,"Brocoli frais, cru",0.0635
exchangeProfileId,vegetable-cruciferous,3,legumes-cauliflower,"Chou-fleur frais, cru",0.0384
exchangeProfileId,vegetable-higher-carb,1,legumes-artichoke,Artichaut globe bouilli et égoutté,0.9353
exchangeProfileId,vegetable-higher-carb,2,legumes-snow-peas,"Pois mange-tout frais, crus",0.2642
exchangeProfileId,vegetable-higher-carb,3,legumes-boiled-drained-turnip,Navet bouilli et égoutté,0.2534
exchangeProfileId,vegetable-higher-carb,4,legumes-squash,Courge musquée cuite au four,0.205
exchangeProfileId,vegetable-higher-carb,5,legumes-carrots,"Carotte fraîche, crue",0.1744
exchangeProfileId,vegetable-juice,1,legumes-low-sodium-vegetable-juice,Cocktail de jus de légumes faible en sodium,0.0336
exchangeProfileId,vegetable-juice,2,legumes-vegetable-juice,Cocktail de jus de légumes régulier,0.0336
exchangeProfileId,vegetable-leafy,1,legumes-kale,"Chou kale frais, cru",0.53
exchangeProfileId,vegetable-leafy,2,legumes-spinach,"Épinards frais, crus",0.1683
exchangeProfileId,vegetable-leafy,3,legumes-romaine-lettuce,"Laitue romaine fraîche, crue",0.01
exchangeProfileId,vegetable-mushroom,1,legumes-grilled-portobello-mushroom,"Champignon portobello grillé, sans gras ajouté",0.8027
exchangeProfileId,vegetable-mushroom,2,legumes-cremini-mushrooms,"Champignons cremini frais, crus",0.0848
exchangeProfileId,vegetable-mushroom,3,legumes-mushrooms,"Champignons blancs frais, crus",0.04
exchangeProfileId,vegetable-standard,1,legumes-asparagus,Asperges bouillies et égouttées,0.9141
exchangeProfileId,vegetable-standard,2,legumes-cooked-spaghetti-squash,Courge spaghetti cuite et égouttée,0.547
exchangeProfileId,vegetable-standard,3,legumes-fennel,"Bulbe de fenouil frais, cru",0.2882
exchangeProfileId,vegetable-standard,4,legumes-celery,"Céleri frais, cru",0.2847
exchangeProfileId,vegetable-standard,5,legumes-green-red-yellow-bell-pepper,"Poivron vert doux, frais et cru",0.1851
